countryname,indicatorname,year_2017,target_groups
Malaysia,Lifetime risk of maternal death (%),0.0627351210,Moderately Happy
Malaysia,Mobile cellular subscriptions (per 100 people),136.1163217000,Moderately Happy
Malaysia,"Mortality rate, infant (per 1,000 live births)",6.7000000000,Moderately Happy
Malaysia,Net migration,249999.0000000000,Moderately Happy
Malaysia,Rural population (% of total population),24.5530000000,Moderately Happy
Malaysia,Secure Internet servers (per 1 million people),4917.7258420000,Moderately Happy
Malaysia,"Survival to age 65, female (% of cohort)",86.6163960000,Moderately Happy
Malaysia,"Survival to age 65, male (% of cohort)",76.3173950000,Moderately Happy
Malaysia,"Tuberculosis case detection rate (%, all forms)",87.0000000000,Moderately Happy
Malaysia,Urban population (% of total population),75.4470000000,Moderately Happy
Mali,"Birth rate, crude (per 1,000 people)",42.0780000000,Moderately Sad
Mali,Employment in agriculture (% of total employment) (modeled ILO estimate),63.9819984400,Moderately Sad
Mali,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",63.4550018300,Moderately Sad
Mali,"Employment in industry, female (% of female employment) (modeled ILO estimate)",4.8340001110,Moderately Sad
Mali,"Employment in services, female (% of female employment) (modeled ILO estimate)",31.7110004400,Moderately Sad
Mali,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",75.4779968300,Moderately Sad
Mali,Fixed telephone subscriptions (per 100 people),1.1608038490,Moderately Sad
Mali,GDP per capita (current US$),830.5574088000,Moderately Sad
Mali,GDP per capita growth (annual %),2.3038498740,Moderately Sad
Mali,"Incidence of tuberculosis (per 100,000 people)",55.0000000000,Moderately Sad
Mali,Individuals using the Internet (% of population),13.0000000000,Moderately Sad
Mali,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",70.9179992700,Moderately Sad
Mali,"Life expectancy at birth, female (years)",59.1850000000,Moderately Sad
Mali,"Life expectancy at birth, male (years)",57.7180000000,Moderately Sad
Mali,"Life expectancy at birth, total (years)",58.4520000000,Moderately Sad
Mali,Lifetime risk of maternal death (%),3.4871179830,Moderately Sad
Mali,Mobile cellular subscriptions (per 100 people),119.0233265000,Moderately Sad
Mali,"Mortality rate, infant (per 1,000 live births)",63.6000000000,Moderately Sad
Mali,Net migration,-200000.0000000000,Moderately Sad
Mali,Rural population (% of total population),58.4280000000,Moderately Sad
Mali,Secure Internet servers (per 1 million people),7.6705368310,Moderately Sad
Mali,"Survival to age 65, female (% of cohort)",58.8721630000,Moderately Sad
Mali,"Survival to age 65, male (% of cohort)",55.8406250000,Moderately Sad
Mali,"Tuberculosis case detection rate (%, all forms)",63.0000000000,Moderately Sad
Mali,Urban population (% of total population),41.5720000000,Moderately Sad
Malta,"Birth rate, crude (per 1,000 people)",9.2000000000,Extremely Happy
Malta,Employment in agriculture (% of total employment) (modeled ILO estimate),0.9980000260,Extremely Happy
Malta,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",0.3440000120,Extremely Happy
Malta,"Employment in industry, female (% of female employment) (modeled ILO estimate)",9.4469995500,Extremely Happy
Malta,"Employment in services, female (% of female employment) (modeled ILO estimate)",90.2089996300,Extremely Happy
Malta,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",64.3860015900,Extremely Happy
Malta,Fixed telephone subscriptions (per 100 people),54.8668403600,Extremely Happy
Malta,GDP per capita (current US$),27239.0701000000,Extremely Happy
Malta,GDP per capita growth (annual %),3.5948719390,Extremely Happy
Malta,"Incidence of tuberculosis (per 100,000 people)",11.0000000000,Extremely Happy
Malta,Individuals using the Internet (% of population),81.0119110800,Extremely Happy
Malta,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",55.6940002400,Extremely Happy
Malta,"Life expectancy at birth, female (years)",84.6000000000,Extremely Happy
Malta,"Life expectancy at birth, male (years)",80.2000000000,Extremely Happy
Malta,"Life expectancy at birth, total (years)",82.3463414600,Extremely Happy
Malta,Lifetime risk of maternal death (%),0.0097703000,Extremely Happy
Malta,Mobile cellular subscriptions (per 100 people),138.0939550000,Extremely Happy
Malta,"Mortality rate, infant (per 1,000 live births)",6.1000000000,Extremely Happy
Malta,Net migration,4501.0000000000,Extremely Happy
Malta,Rural population (% of total population),5.4540000000,Extremely Happy
Malta,Secure Internet servers (per 1 million people),14102.5942400000,Extremely Happy
Malta,"Survival to age 65, female (% of cohort)",93.5032490000,Extremely Happy
Malta,"Survival to age 65, male (% of cohort)",89.6125570000,Extremely Happy
Malta,"Tuberculosis case detection rate (%, all forms)",87.0000000000,Extremely Happy
Malta,Urban population (% of total population),94.5460000000,Extremely Happy
Mauritania,"Birth rate, crude (per 1,000 people)",34.1320000000,Moderately Sad
Mauritania,Employment in agriculture (% of total employment) (modeled ILO estimate),52.6990013100,Moderately Sad
Mauritania,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",52.0620002700,Moderately Sad
Mauritania,"Employment in industry, female (% of female employment) (modeled ILO estimate)",9.8030004500,Moderately Sad
Mauritania,"Employment in services, female (% of female employment) (modeled ILO estimate)",38.1349983200,Moderately Sad
Mauritania,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",57.8370018000,Moderately Sad
Mauritania,Fixed telephone subscriptions (per 100 people),1.3323074700,Moderately Sad
Mauritania,GDP per capita (current US$),1578.1141740000,Moderately Sad
Mauritania,GDP per capita growth (annual %),0.6203295120,Moderately Sad
Mauritania,"Incidence of tuberculosis (per 100,000 people)",97.0000000000,Moderately Sad
Mauritania,Individuals using the Internet (% of population),20.8009636600,Moderately Sad
Mauritania,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",45.8219986000,Moderately Sad
Mauritania,"Life expectancy at birth, female (years)",66.0610000000,Moderately Sad
Mauritania,"Life expectancy at birth, male (years)",62.8310000000,Moderately Sad
Mauritania,"Life expectancy at birth, total (years)",64.4640000000,Moderately Sad
Mauritania,Lifetime risk of maternal death (%),3.5939450090,Moderately Sad
Mauritania,Mobile cellular subscriptions (per 100 people),95.1334595800,Moderately Sad
Mauritania,"Mortality rate, infant (per 1,000 live births)",52.8000000000,Moderately Sad
Mauritania,Net migration,25002.0000000000,Moderately Sad
Mauritania,Rural population (% of total population),47.1760000000,Moderately Sad
Mauritania,Secure Internet servers (per 1 million people),4.2030797370,Moderately Sad
Mauritania,"Survival to age 65, female (% of cohort)",68.9891190000,Moderately Sad
Mauritania,"Survival to age 65, male (% of cohort)",62.3468830000,Moderately Sad
Mauritania,"Tuberculosis case detection rate (%, all forms)",59.0000000000,Moderately Sad
Mauritania,Urban population (% of total population),52.8240000000,Moderately Sad
Mauritius,"Birth rate, crude (per 1,000 people)",10.7000000000,Moderately Happy
Mauritius,Employment in agriculture (% of total employment) (modeled ILO estimate),6.4829998020,Moderately Happy
Mauritius,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",5.3480000500,Moderately Happy
Mauritius,"Employment in industry, female (% of female employment) (modeled ILO estimate)",16.5610008200,Moderately Happy
Mauritius,"Employment in services, female (% of female employment) (modeled ILO estimate)",78.0910034200,Moderately Happy
Mauritius,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",69.8160018900,Moderately Happy
Mauritius,Fixed telephone subscriptions (per 100 people),32.6690649800,Moderately Happy
Mauritius,GDP per capita (current US$),10484.9083600000,Moderately Happy
Mauritius,GDP per capita growth (annual %),3.7205676480,Moderately Happy
Mauritius,"Incidence of tuberculosis (per 100,000 people)",12.0000000000,Moderately Happy
Mauritius,Individuals using the Internet (% of population),55.4032403000,Moderately Happy
Mauritius,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",58.9010009800,Moderately Happy
Mauritius,"Life expectancy at birth, female (years)",77.8900000000,Moderately Happy
Mauritius,"Life expectancy at birth, male (years)",71.3000000000,Moderately Happy
Mauritius,"Life expectancy at birth, total (years)",74.5146341500,Moderately Happy
Mauritius,Lifetime risk of maternal death (%),0.0861992940,Moderately Happy
Mauritius,Mobile cellular subscriptions (per 100 people),145.4726338000,Moderately Happy
Mauritius,"Mortality rate, infant (per 1,000 live births)",12.9000000000,Moderately Happy
Mauritius,Net migration,0.0000000000,Moderately Happy
Mauritius,Rural population (% of total population),59.1590000000,Moderately Happy
Mauritius,Secure Internet servers (per 1 million people),379.5627595000,Moderately Happy
Mauritius,"Survival to age 65, female (% of cohort)",84.6510110000,Moderately Happy
Mauritius,"Survival to age 65, male (% of cohort)",72.0001330000,Moderately Happy
Mauritius,"Tuberculosis case detection rate (%, all forms)",80.0000000000,Moderately Happy
Mauritius,Urban population (% of total population),40.8410000000,Moderately Happy
Mexico,"Birth rate, crude (per 1,000 people)",17.9180000000,Extremely Happy
Mexico,Employment in agriculture (% of total employment) (modeled ILO estimate),13.1180000300,Extremely Happy
Mexico,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",3.8139998910,Extremely Happy
Mexico,"Employment in industry, female (% of female employment) (modeled ILO estimate)",17.6280002600,Extremely Happy
Mexico,"Employment in services, female (% of female employment) (modeled ILO estimate)",78.5569992100,Extremely Happy
Mexico,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",76.0759964000,Extremely Happy
Mexico,Fixed telephone subscriptions (per 100 people),16.6317575500,Extremely Happy
Mexico,GDP per capita (current US$),9278.4181680000,Extremely Happy
Mexico,GDP per capita growth (annual %),0.9363515960,Extremely Happy
Mexico,"Incidence of tuberculosis (per 100,000 people)",23.0000000000,Extremely Happy
Mexico,Individuals using the Internet (% of population),63.8522490900,Extremely Happy
Mexico,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",60.4760017400,Extremely Happy
Mexico,"Life expectancy at birth, female (years)",77.8270000000,Extremely Happy
Mexico,"Life expectancy at birth, male (years)",72.0460000000,Extremely Happy
Mexico,"Life expectancy at birth, total (years)",74.9470000000,Extremely Happy
Mexico,Lifetime risk of maternal death (%),0.0755779780,Extremely Happy
Mexico,Mobile cellular subscriptions (per 100 people),91.6267069500,Extremely Happy
Mexico,"Mortality rate, infant (per 1,000 live births)",11.6000000000,Extremely Happy
Mexico,Net migration,-300000.0000000000,Extremely Happy
Mexico,Rural population (% of total population),20.1330000000,Extremely Happy
Mexico,Secure Internet servers (per 1 million people),185.4824199000,Extremely Happy
Mexico,"Survival to age 65, female (% of cohort)",84.0228150000,Extremely Happy
Mexico,"Survival to age 65, male (% of cohort)",73.1558650000,Extremely Happy
Mexico,"Tuberculosis case detection rate (%, all forms)",80.0000000000,Extremely Happy
Mexico,Urban population (% of total population),79.8670000000,Extremely Happy
Moldova,"Birth rate, crude (per 1,000 people)",10.2740000000,Moderately Happy
Moldova,Employment in agriculture (% of total employment) (modeled ILO estimate),32.3380012500,Moderately Happy
Moldova,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",27.9489994000,Moderately Happy
Moldova,"Employment in industry, female (% of female employment) (modeled ILO estimate)",12.5089998200,Moderately Happy
Moldova,"Employment in services, female (% of female employment) (modeled ILO estimate)",59.5419998200,Moderately Happy
Moldova,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",43.5400009200,Moderately Happy
Moldova,Fixed telephone subscriptions (per 100 people),28.1758875800,Moderately Happy
Moldova,GDP per capita (current US$),3509.6934500000,Moderately Happy
Moldova,GDP per capita growth (annual %),6.4771605190,Moderately Happy
Moldova,"Incidence of tuberculosis (per 100,000 people)",95.0000000000,Moderately Happy
Moldova,Individuals using the Internet (% of population),76.1245198900,Moderately Happy
Moldova,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",42.3440017700,Moderately Happy
Moldova,"Life expectancy at birth, female (years)",75.9930000000,Moderately Happy
Moldova,"Life expectancy at birth, male (years)",67.4390000000,Moderately Happy
Moldova,"Life expectancy at birth, total (years)",71.7170000000,Moderately Happy
Moldova,Lifetime risk of maternal death (%),0.0257131030,Moderately Happy
Moldova,Mobile cellular subscriptions (per 100 people),90.2279093600,Moderately Happy
Moldova,"Mortality rate, infant (per 1,000 live births)",13.8000000000,Moderately Happy
Moldova,Net migration,-6935.0000000000,Moderately Happy
Moldova,Rural population (% of total population),57.4430000000,Moderately Happy
Moldova,Secure Internet servers (per 1 million people),3655.3257560000,Moderately Happy
Moldova,"Survival to age 65, female (% of cohort)",82.8716570000,Moderately Happy
Moldova,"Survival to age 65, male (% of cohort)",63.4408970000,Moderately Happy
Moldova,"Tuberculosis case detection rate (%, all forms)",87.0000000000,Moderately Happy
Moldova,Urban population (% of total population),42.5570000000,Moderately Happy
Mongolia,"Birth rate, crude (per 1,000 people)",24.8330000000,Moderately Sad
